age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
48;management;married;tertiary;no;1152;no;no;cellular;5;aug;386;1;59;1;unknown;yes
31;management;married;tertiary;no;66;no;no;cellular;15;aug;714;1;-1;0;unknown;yes
31;management;single;secondary;no;185;no;no;cellular;15;jul;84;2;-1;0;unknown;yes
32;management;married;secondary;no;4662;yes;no;cellular;20;apr;859;1;-1;0;unknown;yes
30;blue-collar;married;secondary;no;641;yes;no;cellular;26;may;1403;2;29;0;unknown;yes
32;management;married;primary;no;395;no;no;unknown;4;may;742;1;-1;0;unknown;yes
27;management;married;tertiary;no;45;no;no;cellular;24;aug;544;2;-1;0;unknown;yes
42;blue-collar;married;secondary;no;2265;yes;no;telephone;20;nov;999;8;-1;0;unknown;yes
48;management;married;tertiary;no;1165;no;no;cellular;1;aug;262;1;-1;0;unknown;yes
38;management;married;tertiary;no;166;yes;no;cellular;15;may;1797;8;-1;0;unknown;yes
36;management;married;tertiary;no;490;no;no;cellular;27;mar;205;7;97;1;success;yes
39;blue-collar;married;secondary;no;383;yes;no;cellular;15;may;585;3;286;3;failure;yes
56;technician;divorced;tertiary;no;1502;no;no;unknown;9;jun;532;1;-1;0;unknown;yes
37;technician;married;secondary;no;903;yes;no;cellular;11;apr;724;1;-1;0;unknown;yes
51;services;married;secondary;no;719;no;no;cellular;24;jul;762;1;-1;0;unknown;yes
49;management;married;secondary;no;7246;no;no;cellular;7;jun;745;1;14;0;unknown;yes
37;management;single;tertiary;no;5063;no;no;cellular;24;may;230;6;84;2;unknown;yes
29;management;divorced;tertiary;no;5;yes;no;cellular;21;apr;121;2;-1;0;unknown;yes
37;management;divorced;tertiary;no;50;yes;no;cellular;24;oct;256;1;307;3;success;yes
35;self-employed;divorced;secondary;no;7;yes;no;cellular;22;apr;93;3;-1;0;unknown;yes
42;entrepreneur;single;secondary;no;140;yes;no;cellular;23;mar;374;6;-1;0;unknown;yes
34;management;divorced;tertiary;no;2418;no;no;cellular;21;feb;119;1;119;0;unknown;yes
28;management;married;secondary;no;1421;no;no;cellular;24;jun;316;2;130;2;success;yes
40;technician;married;tertiary;no;2818;yes;no;cellular;14;aug;890;5;-1;0;unknown;yes
32;student;single;secondary;no;140;no;no;cellular;18;jun;165;1;-1;0;unknown;yes
45;management;married;secondary;no;4106;no;no;cellular;4;oct;385;2;13;1;unknown;yes
26;services;married;secondary;no;554;no;no;cellular;17;nov;458;1;1;0;unknown;yes
61;self-employed;single;secondary;no;360;no;no;unknown;24;may;1056;4;-1;0;unknown;yes
34;management;single;secondary;no;89;yes;no;cellular;19;jul;1153;2;-1;0;unknown;yes
54;admin.;married;tertiary;no;354;no;no;cellular;8;apr;600;1;15;0;unknown;yes
33;technician;single;secondary;no;2593;yes;no;cellular;22;may;867;4;66;1;unknown;yes
42;services;married;secondary;no;257;yes;no;unknown;12;may;955;2;-1;0;unknown;yes
76;management;married;secondary;no;7786;no;no;cellular;4;jun;425;1;89;1;unknown;yes
35;management;married;secondary;no;2373;yes;no;cellular;15;may;703;4;-1;0;unknown;yes
42;blue-collar;divorced;secondary;no;750;no;no;cellular;10;jul;985;4;-1;0;unknown;yes
26;admin.;married;secondary;no;255;no;no;cellular;29;aug;456;1;80;1;failure;yes
27;admin.;married;tertiary;no;3780;yes;no;cellular;22;nov;262;1;18;1;success;yes
34;admin.;married;secondary;no;252;yes;no;cellular;3;mar;159;1;91;1;failure;yes
31;management;single;tertiary;no;809;yes;no;cellular;14;aug;563;1;-1;0;unknown;yes
53;blue-collar;married;secondary;no;-316;no;no;cellular;3;may;779;1;-1;0;unknown;yes
35;services;married;secondary;no;60;yes;no;cellular;20;jul;827;2;-1;0;unknown;yes
42;management;married;secondary;no;48;no;no;cellular;26;aug;806;1;-1;0;unknown;yes
73;management;single;tertiary;no;225;no;no;cellular;21;jul;95;1;-1;0;unknown;yes
82;management;single;tertiary;no;229;no;no;cellular;26;oct;121;1;-1;0;unknown;yes
48;admin.;divorced;tertiary;no;13;yes;no;cellular;6;oct;229;2;-1;0;unknown;yes
43;management;married;tertiary;no;165;yes;no;cellular;12;apr;285;1;432;1;failure;yes
42;blue-collar;married;secondary;no;1966;yes;no;cellular;11;may;819;2;-1;0;unknown;yes
38;management;married;tertiary;no;5075;no;no;cellular;25;apr;306;3;-1;0;unknown;yes
27;retired;single;secondary;no;473;no;no;cellular;25;apr;377;2;-1;0;unknown;yes
41;management;married;tertiary;no;2180;no;no;cellular;16;jul;523;2;-1;0;success;yes
72;retired;married;secondary;no;519;no;no;cellular;16;aug;434;1;56;0;unknown;yes
23;management;married;tertiary;no;499;no;no;cellular;29;mar;250;2;19;0;success;yes
39;management;married;tertiary;no;0;yes;no;cellular;21;oct;237;2;182;5;success;yes
23;management;single;tertiary;no;148;no;no;cellular;13;jul;121;1;-1;0;unknown;yes
28;unemployed;married;secondary;no;718;yes;no;cellular;6;may;690;1;328;2;failure;yes
31;technician;married;secondary;no;456;no;no;cellular;21;oct;404;1;-1;0;unknown;yes
47;technician;single;secondary;no;1270;no;no;cellular;15;apr;938;2;60;0;unknown;yes
53;retired;married;secondary;no;809;yes;no;cellular;9;feb;666;1;222;2;failure;yes
24;retired;married;secondary;no;552;no;no;cellular;18;oct;460;2;-1;0;unknown;yes
58;technician;single;secondary;no;60;yes;no;cellular;9;aug;1031;1;-1;0;unknown;yes
35;management;married;secondary;no;71;no;no;cellular;21;apr;240;2;338;2;success;yes
36;management;divorced;tertiary;no;2500;no;no;cellular;15;feb;105;2;-1;0;unknown;yes
37;technician;single;secondary;no;7060;no;no;cellular;13;nov;521;3;299;3;unknown;yes
41;technician;married;tertiary;no;50;no;no;cellular;23;aug;870;7;-1;0;unknown;yes
44;admin.;single;tertiary;no;237;no;no;cellular;29;feb;590;1;-1;0;unknown;yes
35;blue-collar;single;secondary;no;83;yes;no;cellular;17;jul;1200;1;-1;0;unknown;yes
34;management;divorced;tertiary;no;1;yes;no;cellular;21;apr;136;3;-1;0;unknown;yes
42;management;single;tertiary;no;746;no;no;cellular;28;aug;160;1;97;1;failure;yes
73;admin.;married;unknown;no;4657;no;no;cellular;15;jan;116;3;-1;0;unknown;yes
41;services;married;secondary;no;711;no;no;cellular;14;jul;817;2;-1;0;unknown;yes
48;retired;married;tertiary;no;2036;no;no;cellular;6;feb;450;1;169;2;unknown;yes
29;technician;single;secondary;no;424;no;no;cellular;16;aug;297;3;-1;0;unknown;yes
55;unemployed;married;tertiary;no;3447;no;no;cellular;10;oct;172;1;175;0;unknown;yes
62;retired;married;tertiary;no;1484;no;no;cellular;7;aug;505;1;-1;0;unknown;yes
57;services;married;tertiary;no;1824;no;no;cellular;11;jan;272;1;49;1;unknown;yes
76;retired;married;secondary;no;7820;no;no;telephone;4;may;413;1;88;1;unknown;yes
31;services;married;tertiary;no;286;no;no;cellular;6;aug;88;1;80;1;unknown;yes
42;technician;single;secondary;no;497;no;no;cellular;13;apr;377;1;-1;0;unknown;yes
31;management;married;secondary;no;1662;no;no;cellular;8;nov;269;1;-1;0;unknown;yes
50;management;single;secondary;no;12;no;no;cellular;19;apr;76;1;-1;0;unknown;yes
47;management;married;secondary;no;1798;no;no;cellular;23;jun;298;1;-1;0;unknown;yes
61;admin.;married;secondary;no;4624;no;no;cellular;23;feb;187;1;72;0;unknown;yes
33;management;married;tertiary;no;0;no;no;cellular;20;feb;278;2;150;4;success;yes
33;retired;married;tertiary;no;1062;no;no;cellular;12;aug;561;1;-1;0;unknown;yes
38;management;married;secondary;no;2495;no;no;cellular;10;jun;273;1;182;2;success;yes
59;retired;married;secondary;no;8351;no;no;cellular;7;may;232;1;58;0;unknown;yes
39;blue-collar;married;tertiary;no;1220;yes;no;cellular;10;aug;268;2;312;2;failure;yes
49;retired;divorced;secondary;no;988;no;no;cellular;7;nov;683;1;-1;0;unknown;yes
36;admin.;married;secondary;no;-298;yes;no;cellular;18;may;583;1;-1;0;unknown;yes
60;management;married;tertiary;no;10385;no;no;cellular;24;sep;259;1;-1;0;unknown;yes
29;blue-collar;married;secondary;no;612;yes;no;cellular;26;jul;1461;9;-1;0;unknown;yes
26;management;single;tertiary;no;11;no;no;cellular;16;apr;107;2;19;0;unknown;yes
43;management;married;tertiary;no;11;no;no;cellular;12;nov;168;1;92;1;success;yes
27;self-employed;single;secondary;no;209;no;no;cellular;24;mar;363;1;-1;0;unknown;yes
33;services;single;secondary;no;162;no;no;cellular;19;may;167;1;-1;0;unknown;yes
41;retired;single;secondary;no;418;no;no;unknown;14;may;1016;1;-1;0;unknown;yes
54;management;married;secondary;no;4129;yes;no;cellular;8;nov;622;2;-1;0;unknown;yes
37;student;single;secondary;no;242;no;no;cellular;11;apr;224;2;-1;0;unknown;yes
61;management;married;tertiary;no;5;no;no;cellular;13;jul;216;1;182;4;success;yes
34;blue-collar;single;primary;no;459;no;no;cellular;20;jul;749;11;-1;0;unknown;yes
29;technician;single;secondary;no;-16;no;no;cellular;17;aug;569;1;-1;0;unknown;yes
40;management;married;secondary;no;611;yes;no;cellular;13;sep;421;2;314;2;failure;yes
49;management;married;tertiary;no;1421;no;no;cellular;5;aug;341;2;-1;0;unknown;yes
47;technician;married;tertiary;no;2721;no;no;cellular;15;feb;158;1;-1;0;unknown;yes
33;management;divorced;tertiary;no;1095;no;no;cellular;26;jun;1403;2;108;1;unknown;yes
28;services;married;secondary;no;185;no;no;cellular;8;jul;1683;4;-1;0;unknown;yes
47;blue-collar;single;secondary;no;-68;yes;no;cellular;15;sep;262;1;-1;0;unknown;yes
29;management;married;secondary;no;1449;no;no;cellular;25;jun;332;1;139;1;unknown;yes
37;technician;single;secondary;no;3639;no;no;cellular;12;nov;663;3;-1;0;unknown;yes
53;management;single;tertiary;no;368;no;no;cellular;3;may;614;1;-1;0;unknown;yes
47;blue-collar;married;primary;no;2231;yes;no;cellular;17;apr;914;1;-1;0;unknown;yes
38;management;married;secondary;no;61;no;no;cellular;15;aug;690;3;-1;0;unknown;yes
35;management;married;tertiary;no;4;yes;no;cellular;22;apr;113;3;-1;0;unknown;yes
40;retired;married;tertiary;no;648;no;no;cellular;11;apr;360;3;-1;0;unknown;yes
40;blue-collar;divorced;primary;no;-807;yes;no;cellular;16;may;1018;1;-1;0;unknown;yes
55;retired;married;secondary;no;1019;no;no;cellular;12;dec;350;1;33;1;unknown;yes
29;services;married;secondary;no;65;yes;no;unknown;22;jul;557;2;-1;0;unknown;yes
44;management;married;tertiary;no;5346;no;no;cellular;21;apr;187;1;0;0;unknown;yes
38;blue-collar;married;tertiary;no;1988;no;no;cellular;26;jan;164;2;129;2;success;yes
38;admin.;single;tertiary;no;319;no;no;cellular;8;apr;545;2;-1;0;unknown;yes
46;management;married;secondary;no;2276;yes;no;cellular;20;may;884;2;36;0;unknown;yes
34;management;divorced;secondary;no;95;no;no;cellular;17;jul;1226;1;-1;0;unknown;yes
53;retired;married;tertiary;no;9701;no;no;cellular;5;jun;182;2;82;0;unknown;yes
37;management;single;tertiary;no;538;no;no;cellular;24;aug;324;2;166;6;success;yes
43;technician;married;secondary;no;122;yes;no;cellular;18;jul;595;1;53;1;unknown;yes
37;management;married;secondary;no;1319;no;no;cellular;27;jun;1463;1;-1;0;unknown;yes
36;unemployed;married;secondary;no;-4;yes;no;cellular;9;apr;510;1;139;3;other;yes
53;management;married;secondary;no;1591;no;no;cellular;21;feb;293;2;-1;0;unknown;yes
62;retired;married;tertiary;no;7760;no;no;cellular;8;jun;304;1;53;1;success;yes
52;retired;married;tertiary;no;9171;no;no;cellular;17;feb;658;3;2;0;unknown;yes
30;technician;married;secondary;no;4590;yes;no;cellular;14;may;725;3;-1;0;unknown;yes
24;retired;married;secondary;no;543;no;no;cellular;17;jan;441;2;-1;0;unknown;yes
36;housemaid;married;secondary;no;-30;no;no;cellular;10;nov;185;1;94;9;success;yes
42;self-employed;divorced;tertiary;no;1201;no;no;unknown;19;may;718;3;-1;0;unknown;yes
46;management;single;secondary;no;2274;yes;no;cellular;25;apr;1040;12;-1;0;unknown;yes
44;technician;married;secondary;no;4471;yes;no;cellular;10;may;993;2;109;5;unknown;yes
34;management;married;tertiary;no;1075;no;no;cellular;11;aug;149;1;169;5;other;yes
39;management;single;secondary;no;2;no;no;cellular;20;apr;133;3;-1;0;unknown;yes
47;admin.;divorced;secondary;no;-60;yes;no;cellular;15;sep;259;1;-1;0;unknown;yes
35;technician;single;secondary;no;215;no;no;cellular;12;mar;337;2;-1;0;unknown;yes
29;management;married;secondary;no;1024;no;no;cellular;11;may;222;1;91;1;unknown;yes
48;admin.;single;secondary;no;728;no;no;cellular;26;nov;1227;3;-1;0;unknown;yes
28;management;divorced;tertiary;no;8;yes;no;cellular;22;apr;102;2;-1;0;unknown;yes
56;management;married;tertiary;no;4;no;no;cellular;15;oct;219;1;182;4;success;yes
39;technician;single;secondary;no;2435;no;no;cellular;13;oct;292;3;175;2;success;yes
61;retired;married;secondary;no;4624;no;no;cellular;24;may;187;1;73;0;unknown;yes
46;technician;married;tertiary;no;2269;no;no;cellular;9;feb;181;2;-1;0;unknown;yes
39;management;married;secondary;no;2287;yes;no;cellular;17;may;742;3;-1;0;unknown;yes
34;technician;single;tertiary;no;697;yes;no;unknown;25;may;617;1;-1;0;unknown;yes
27;blue-collar;married;secondary;no;833;yes;no;cellular;15;sep;240;1;109;2;success;yes
23;technician;married;primary;no;-13;yes;no;cellular;13;may;394;1;-1;0;unknown;yes
36;blue-collar;single;secondary;no;-227;yes;no;cellular;13;may;1144;5;-1;0;unknown;yes
50;technician;divorced;tertiary;no;207;no;no;cellular;23;jun;98;2;-1;0;unknown;yes
38;retired;married;tertiary;no;906;no;no;cellular;10;feb;694;1;146;4;unknown;yes
35;retired;married;secondary;no;6;no;no;cellular;15;aug;842;3;-1;0;unknown;yes
50;self-employed;divorced;tertiary;no;5991;no;no;cellular;10;mar;480;2;-1;0;unknown;yes
32;blue-collar;married;secondary;no;2090;no;no;cellular;9;jun;521;2;-1;0;unknown;yes
32;management;single;tertiary;no;2;no;no;cellular;16;feb;592;3;-1;0;unknown;yes
47;services;married;primary;no;2125;yes;no;telephone;8;apr;1460;2;320;1;unknown;yes
50;self-employed;single;secondary;no;29;no;no;cellular;21;jul;905;3;-1;0;unknown;yes
25;blue-collar;married;secondary;no;163;yes;no;unknown;16;may;486;1;-1;0;unknown;yes
40;management;married;secondary;no;613;yes;no;cellular;11;jul;446;2;376;2;failure;yes
46;technician;single;secondary;no;2551;no;no;cellular;20;jun;171;3;293;2;success;yes
59;admin.;divorced;secondary;no;982;no;no;unknown;18;jun;993;5;-1;0;unknown;yes
36;management;married;tertiary;no;1315;no;no;cellular;30;aug;226;1;1;0;success;yes
50;management;married;tertiary;no;4;no;no;cellular;25;apr;253;1;238;4;success;yes
32;blue-collar;single;tertiary;no;422;no;no;cellular;11;jul;652;1;-1;0;unknown;yes
50;retired;married;secondary;no;3705;no;no;cellular;12;nov;241;1;181;3;success;yes
27;blue-collar;single;secondary;no;219;no;no;cellular;25;mar;386;1;-1;0;unknown;yes
50;blue-collar;married;secondary;no;989;no;no;cellular;7;may;683;1;-1;0;unknown;yes
45;management;single;secondary;no;1126;no;no;cellular;26;may;944;1;62;3;unknown;yes
42;retired;married;tertiary;no;2008;no;no;cellular;7;nov;427;1;175;1;success;yes
49;admin.;single;secondary;no;2567;no;no;cellular;26;nov;134;4;179;1;success;yes
29;blue-collar;single;secondary;no;769;yes;no;cellular;24;may;553;1;-1;0;unknown;yes
49;management;divorced;tertiary;no;608;no;no;cellular;9;may;315;3;107;2;success;yes
41;admin.;married;tertiary;no;325;no;no;cellular;8;apr;552;2;-1;0;unknown;yes
40;housemaid;single;tertiary;no;2;no;no;cellular;10;sep;150;1;95;6;success;yes
66;technician;married;secondary;no;491;no;no;cellular;21;nov;427;1;21;0;unknown;yes
47;management;married;secondary;no;2054;yes;no;cellular;24;jun;307;1;387;1;success;yes
76;student;married;tertiary;no;613;yes;no;cellular;15;aug;353;2;-1;0;unknown;yes
57;retired;married;secondary;no;899;no;no;cellular;10;apr;389;1;-1;0;unknown;yes
44;admin.;single;tertiary;no;19;yes;no;cellular;23;apr;387;5;-1;0;unknown;yes
36;management;married;tertiary;no;1202;no;no;cellular;7;jun;196;1;0;0;unknown;yes
37;management;married;tertiary;no;0;no;no;cellular;5;may;538;3;-1;0;unknown;yes
35;blue-collar;married;tertiary;no;2026;no;no;cellular;21;jan;151;1;79;1;success;yes
29;management;single;secondary;no;159;no;no;cellular;20;jun;145;1;-1;0;unknown;yes
42;technician;single;secondary;no;0;no;no;cellular;22;aug;615;2;-1;0;unknown;yes
37;technician;married;secondary;no;655;no;no;cellular;12;sep;385;2;384;2;success;yes
51;blue-collar;married;secondary;no;2249;yes;no;cellular;2;aug;273;1;373;1;failure;yes
53;blue-collar;single;primary;no;2166;yes;no;cellular;16;may;1115;1;58;0;unknown;yes
45;management;married;secondary;no;1633;no;no;cellular;8;jun;268;1;151;4;unknown;yes
49;management;married;tertiary;no;4105;yes;no;cellular;5;nov;490;2;-1;0;unknown;yes
42;retired;married;tertiary;no;1227;no;no;cellular;7;aug;404;2;-1;0;unknown;yes
52;blue-collar;single;secondary;no;2221;no;no;cellular;20;feb;202;1;27;0;unknown;yes
54;technician;divorced;secondary;no;0;yes;no;cellular;19;sep;242;1;-1;0;unknown;yes
32;services;married;secondary;no;882;yes;no;cellular;9;may;797;1;182;4;failure;yes
39;services;married;secondary;no;1252;no;no;cellular;20;apr;356;3;175;2;success;yes
33;retired;married;secondary;no;2910;no;no;cellular;9;aug;453;1;-1;0;unknown;yes
57;retired;married;tertiary;no;1037;no;no;cellular;8;feb;617;1;117;1;unknown;yes
36;management;single;tertiary;no;5369;no;no;cellular;18;oct;461;3;-1;0;unknown;yes
38;management;single;tertiary;no;351;no;no;cellular;11;jul;647;1;25;0;unknown;yes
30;management;single;tertiary;no;0;no;no;cellular;24;sep;286;2;127;5;success;yes
34;technician;married;secondary;no;198;yes;no;cellular;26;feb;277;1;-1;0;unknown;yes
37;unemployed;single;secondary;no;1017;no;no;cellular;15;jul;1628;1;-1;0;unknown;yes
66;management;married;secondary;no;-23;yes;no;cellular;18;may;665;1;234;1;failure;yes
21;management;single;tertiary;no;122;no;no;cellular;10;jul;100;1;-1;0;unknown;yes
33;technician;single;secondary;no;4749;yes;no;cellular;15;may;478;2;119;3;unknown;yes
44;management;married;tertiary;no;22;yes;no;cellular;26;apr;258;1;299;4;failure;yes
34;management;married;tertiary;no;2507;yes;no;cellular;26;jun;972;7;-1;0;unknown;yes
41;management;single;tertiary;no;5020;no;no;cellular;19;apr;262;7;150;4;unknown;yes
39;management;married;secondary;no;-16;yes;no;cellular;10;apr;474;1;252;1;other;yes
53;retired;married;secondary;no;978;no;no;cellular;9;dec;350;1;24;0;unknown;yes
58;management;married;tertiary;no;1185;no;no;cellular;16;jun;224;3;-1;0;unknown;yes
45;blue-collar;married;tertiary;no;0;no;no;cellular;24;jun;505;1;-1;0;unknown;yes
56;technician;divorced;secondary;no;-32;yes;no;cellular;14;sep;242;1;-1;0;unknown;yes
37;technician;single;tertiary;no;2854;yes;no;cellular;26;aug;846;3;-1;0;unknown;yes
47;retired;married;tertiary;no;3698;no;no;cellular;12;nov;246;1;181;4;success;yes
33;technician;single;secondary;no;2405;no;no;cellular;21;jan;134;1;167;1;success;yes
48;blue-collar;single;tertiary;no;3608;no;no;cellular;13;apr;231;1;-1;0;unknown;yes
67;management;married;tertiary;no;2138;yes;no;cellular;29;oct;402;1;212;3;success;yes
58;services;married;tertiary;no;347;no;no;cellular;26;jul;1061;5;-1;0;unknown;yes
52;management;single;tertiary;no;1772;yes;no;cellular;24;aug;486;3;320;2;failure;yes
52;management;single;tertiary;no;1597;no;no;cellular;19;nov;1037;1;-1;0;unknown;yes
52;management;married;tertiary;no;1235;no;no;cellular;24;jun;217;2;-1;0;unknown;yes
36;admin.;single;tertiary;no;10;yes;no;cellular;12;apr;386;4;-1;0;unknown;yes
53;housemaid;married;secondary;no;0;no;no;cellular;27;nov;160;1;97;2;success;yes
46;services;married;secondary;no;725;no;no;cellular;25;jul;703;1;-1;0;unknown;yes
48;admin.;divorced;secondary;no;26;yes;no;cellular;7;oct;230;2;-1;0;unknown;yes
37;blue-collar;married;secondary;no;389;yes;no;cellular;14;may;574;3;279;3;failure;yes
64;retired;married;secondary;no;3742;no;no;cellular;13;nov;209;1;181;2;success;yes
46;unknown;married;primary;no;301;yes;no;cellular;19;apr;682;3;330;2;failure;yes
58;management;divorced;tertiary;no;11100;no;no;cellular;24;jun;356;1;-1;0;unknown;yes
42;management;married;tertiary;no;574;no;no;cellular;15;jun;288;2;182;3;success;yes
33;technician;single;tertiary;no;2581;yes;no;cellular;23;may;886;4;52;1;unknown;yes
65;blue-collar;married;tertiary;no;1955;no;no;cellular;26;sep;216;1;91;3;success;yes
47;blue-collar;divorced;secondary;no;865;no;no;cellular;6;jul;1014;3;-1;0;unknown;yes
43;management;single;tertiary;no;5363;no;no;cellular;22;apr;223;1;-1;0;unknown;yes
46;admin.;married;secondary;no;574;yes;no;cellular;9;may;460;1;578;5;failure;yes
24;retired;married;secondary;no;553;no;no;cellular;17;jan;455;2;-1;0;unknown;yes
41;services;single;tertiary;no;226;no;no;cellular;24;aug;598;1;-1;0;unknown;yes
28;admin.;married;secondary;no;3734;no;no;cellular;21;dec;197;1;100;5;success;yes
44;management;divorced;tertiary;no;-216;no;no;cellular;16;jul;706;1;-1;0;unknown;yes
24;technician;married;primary;no;-69;yes;no;unknown;14;may;393;1;-1;0;unknown;yes
40;blue-collar;single;secondary;no;459;no;no;unknown;16;may;1070;1;-1;0;unknown;yes
33;management;single;primary;no;962;no;no;cellular;13;sep;286;2;153;2;other;yes
54;blue-collar;married;secondary;no;-1095;yes;no;cellular;14;may;407;1;-1;0;unknown;yes
44;admin.;married;secondary;no;1799;no;no;cellular;21;aug;228;1;-1;0;unknown;yes
42;services;married;secondary;no;871;yes;no;cellular;10;feb;758;1;183;4;other;yes
75;admin.;married;secondary;no;3785;no;no;cellular;15;jul;213;1;181;1;success;yes
35;admin.;married;secondary;no;2287;no;no;cellular;6;feb;123;1;-1;0;unknown;yes
70;management;married;secondary;no;2850;no;no;cellular;16;aug;185;1;-1;0;unknown;yes
41;technician;married;secondary;no;1275;no;no;cellular;20;may;160;1;47;0;unknown;yes
47;technician;married;secondary;no;2299;no;no;cellular;7;feb;239;3;-1;0;unknown;yes
31;admin.;married;tertiary;no;15;no;no;cellular;26;aug;365;1;-1;0;unknown;yes
32;student;single;tertiary;no;13;no;no;cellular;9;apr;103;2;0;1;unknown;yes
34;student;single;tertiary;no;257;no;no;cellular;7;feb;181;1;72;0;unknown;yes
57;retired;single;secondary;no;412;no;no;unknown;8;jul;997;2;-1;0;unknown;yes
33;retired;married;secondary;no;916;no;no;telephone;4;jul;386;1;-1;0;unknown;yes
47;management;married;primary;no;450;yes;no;cellular;15;may;841;1;327;2;success;yes
45;blue-collar;married;secondary;no;2273;yes;no;cellular;24;jun;1036;12;-1;0;unknown;yes
37;management;married;tertiary;no;4130;yes;no;cellular;14;aug;345;2;63;5;unknown;yes
61;management;married;tertiary;no;5;no;no;cellular;13;feb;217;1;184;4;success;yes
49;management;married;tertiary;no;3368;no;no;cellular;10;feb;262;2;-1;0;unknown;yes
37;management;divorced;tertiary;no;0;yes;no;cellular;17;oct;268;1;189;3;success;yes
47;management;married;secondary;no;322;yes;no;cellular;14;may;455;3;348;1;failure;yes
41;management;married;secondary;no;1542;no;no;cellular;16;apr;235;1;109;1;unknown;yes
79;management;married;secondary;no;1105;no;no;cellular;4;may;180;1;0;0;unknown;yes
35;management;single;tertiary;no;2564;no;no;cellular;14;feb;121;1;-1;0;unknown;yes
42;management;married;tertiary;no;1062;no;no;cellular;11;mar;147;3;-1;0;unknown;yes
49;blue-collar;single;secondary;no;-26;yes;no;cellular;13;sep;248;2;-1;0;unknown;yes
35;blue-collar;divorced;primary;no;-255;yes;no;cellular;16;may;651;1;-1;0;unknown;yes
29;blue-collar;married;secondary;no;-928;yes;no;cellular;17;may;769;2;-1;0;unknown;yes
25;student;single;secondary;no;309;no;no;cellular;26;mar;213;2;-1;0;unknown;yes
33;management;married;tertiary;no;3100;no;no;cellular;24;aug;389;1;-1;0;unknown;yes
33;management;married;tertiary;no;1225;no;no;cellular;22;jun;1451;1;-1;0;unknown;yes
47;management;married;secondary;no;2029;no;no;cellular;7;sep;449;1;169;2;success;yes
39;retired;married;tertiary;no;711;yes;no;cellular;15;apr;348;1;-1;0;unknown;yes
53;management;married;tertiary;no;12;no;no;cellular;10;aug;511;2;-1;0;unknown;yes
27;technician;single;secondary;no;708;yes;no;cellular;5;may;588;2;-1;0;unknown;yes
36;management;married;tertiary;no;484;no;no;cellular;18;aug;300;2;182;7;success;yes
44;blue-collar;divorced;secondary;no;802;no;no;cellular;7;jul;1003;3;-1;0;unknown;yes
63;management;married;tertiary;no;9403;no;no;cellular;24;jun;256;2;65;0;unknown;yes
45;blue-collar;single;secondary;no;256;no;no;cellular;14;mar;400;2;-1;0;unknown;yes
30;technician;single;secondary;no;-17;no;no;cellular;21;aug;571;1;-1;0;unknown;yes
78;entrepreneur;married;tertiary;no;621;yes;no;cellular;16;apr;353;2;-1;0;unknown;yes
45;technician;married;tertiary;no;0;yes;no;cellular;28;nov;263;1;-1;0;unknown;yes
38;housemaid;married;primary;no;933;no;no;cellular;4;jul;376;1;-1;0;unknown;yes
31;admin.;married;tertiary;no;3793;yes;no;cellular;21;nov;277;1;14;0;success;yes
46;admin.;married;tertiary;no;68;yes;no;cellular;12;oct;201;1;434;1;failure;yes
55;management;married;tertiary;no;4;no;no;cellular;11;feb;226;1;163;3;success;yes
27;management;single;tertiary;no;5280;no;no;cellular;13;oct;194;1;86;1;unknown;yes
36;admin.;married;secondary;no;3647;no;no;cellular;19;aug;831;2;-1;0;unknown;yes
33;housemaid;married;primary;no;894;no;no;cellular;5;oct;394;1;-1;0;unknown;yes
38;management;married;tertiary;no;1188;no;no;cellular;18;aug;347;1;280;3;success;yes
40;retired;married;secondary;no;2973;no;no;cellular;10;jun;288;1;-1;0;unknown;yes
31;unemployed;single;secondary;no;681;no;no;cellular;4;dec;1580;1;242;3;unknown;yes
26;student;single;secondary;no;257;no;no;cellular;28;apr;257;1;-1;0;unknown;yes
37;technician;married;tertiary;no;2939;yes;no;cellular;18;aug;876;8;-1;0;unknown;yes
31;technician;single;secondary;no;-168;yes;no;cellular;18;jul;1477;5;-1;0;unknown;yes
34;management;single;tertiary;no;330;no;no;cellular;19;may;640;1;52;1;unknown;yes
53;management;married;primary;no;348;no;no;unknown;20;may;805;4;-1;0;unknown;yes
35;blue-collar;single;secondary;no;81;yes;no;cellular;17;jul;1198;1;-1;0;unknown;yes
50;retired;married;tertiary;no;678;no;no;cellular;20;apr;363;2;-1;0;unknown;yes
72;blue-collar;married;secondary;no;278;no;no;cellular;27;oct;399;2;2;0;unknown;yes
28;management;married;secondary;no;2808;no;no;cellular;5;feb;366;1;-1;0;unknown;yes
44;blue-collar;single;secondary;no;549;no;no;unknown;13;may;1162;4;-1;0;unknown;yes
33;management;married;tertiary;no;1358;no;no;cellular;18;apr;329;2;130;2;success;yes
22;admin.;single;secondary;no;2498;no;no;cellular;27;aug;256;5;171;3;success;yes
38;services;divorced;secondary;no;6956;no;no;cellular;18;aug;526;2;272;3;unknown;yes
46;self-employed;divorced;tertiary;no;1268;no;no;unknown;13;may;709;3;-1;0;unknown;yes
42;student;divorced;secondary;no;4;yes;no;cellular;18;apr;87;2;-1;0;unknown;yes
40;management;married;tertiary;no;3305;no;no;cellular;15;nov;632;2;40;0;unknown;yes
